Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
99.01,96.30,116.41,,15.69,1.97,0.00,0.35,15.09,15502.12,2.83,3400.00,,5.73,6574.65,626.00,2040.00,-20.35,57.55
98.98,96.50,115.91,,12.73,2.06,0.00,0.37,15.23,15889.46,2.75,3470.00,,5.39,8030.06,626.00,2040.00,-20.35,57.55
98.96,96.70,115.87,,12.78,1.97,0.00,0.49,19.92,15279.02,2.59,3420.00,,3.32,7318.13,626.00,2040.00,-20.35,57.55
99.69,96.80,116.26,2040000.00,12.77,2.10,0.00,0.47,18.29,16415.44,2.62,3660.00,,4.38,8000.38,626.00,2040.00,-20.35,57.55
99.60,96.90,117.74,,12.01,2.20,0.00,0.40,15.38,16788.40,2.53,3640.00,,4.08,9197.03,626.00,2040.00,-20.35,57.55
99.57,97.10,118.71,,11.45,2.29,0.00,0.35,13.26,16868.87,2.48,3730.00,,3.50,9291.23,626.00,2040.00,-20.35,57.55
99.48,97.10,120.66,58790000.00,11.39,2.35,0.00,0.38,13.92,17104.65,2.44,3820.00,,3.36,9637.00,626.00,2040.00,-20.35,57.55
99.38,97.25,133.00,52610000.00,10.59,2.38,0.00,0.42,15.00,17609.40,2.40,3950.00,,3.74,10153.94,626.00,2040.00,-20.35,57.55
99.36,97.20,141.21,9440000.00,11.49,2.37,0.00,0.49,17.13,18247.52,2.39,3960.00,,3.55,9260.45,626.00,2040.00,-20.35,57.55
99.48,97.10,155.19,29400000.00,10.33,2.42,0.00,0.48,16.55,18958.60,2.30,4040.00,,3.84,9681.62,626.00,2040.00,-20.35,57.55
99.61,97.10,156.08,340000.00,9.42,2.52,0.00,0.45,15.15,20786.77,2.25,4170.00,,3.81,10484.91,626.00,2040.00,-20.35,57.55
99.45,97.00,186.25,,9.19,2.45,0.00,0.52,17.51,21929.63,2.15,4130.00,,3.76,11208.34,626.00,2040.00,-20.35,57.55
100.00,96.90,198.49,,8.94,2.50,0.00,0.59,19.09,22800.16,2.13,4170.00,,3.01,11097.17,626.00,2040.00,-20.35,57.55
99.66,96.80,198.16,,,2.17,0.00,0.57,20.80,19245.18,,,,-14.89,8627.84,626.00,2040.00,-20.35,57.55
98.01,82.40,109.89,2450000.00,12.17,141.80,7.81,44.51,26.95,17300.66,3.60,379180.00,7.15,4.94,7157.81,66.00,1964375.00,23.63,-102.55
97.14,83.10,109.60,3430000.00,11.34,153.32,8.29,39.56,23.79,16898.29,3.72,378830.00,6.34,-0.40,7544.57,66.00,1964375.00,23.63,-102.55
97.90,84.10,108.14,14190000.00,10.68,159.81,9.26,35.67,21.94,17044.28,3.76,386000.00,5.45,-0.04,7593.14,66.00,1964375.00,23.63,-102.55
97.40,84.60,107.95,260000.00,10.17,160.45,9.98,32.11,20.78,16996.57,3.97,404690.00,4.65,1.45,7075.37,66.00,1964375.00,23.63,-102.55
98.60,84.90,115.29,530000.00,10.21,173.66,8.73,38.19,21.27,17731.26,3.89,414100.01,5.30,3.92,7484.49,66.00,1964375.00,23.63,-102.55
98.93,85.30,113.91,33670000.00,10.31,178.76,10.32,42.29,22.74,19153.72,4.01,432190.00,5.47,2.31,8277.67,66.00,1964375.00,23.63,-102.55
99.11,85.30,114.91,32770000.00,9.82,182.76,10.40,43.63,22.82,19171.47,3.90,448299.99,5.59,4.50,9068.29,66.00,1964375.00,23.63,-102.55
97.91,85.40,120.37,160000.00,9.46,191.83,9.95,42.14,21.36,19098.81,3.80,457120.00,5.21,2.29,9642.68,66.00,1964375.00,23.63,-102.55
98.91,85.40,116.59,6690000.00,9.77,184.51,9.36,53.22,25.33,19633.80,3.78,459549.99,6.70,1.14,10016.57,66.00,1964375.00,23.63,-102.55
98.20,85.20,117.43,4420000.00,9.17,194.75,10.11,40.59,20.66,19065.64,3.90,448370.00,4.96,-5.29,8002.97,66.00,1964375.00,23.63,-102.55
99.24,85.00,118.46,82310000.00,9.36,207.38,5.66,51.37,21.57,18870.82,3.68,462870.00,6.28,5.12,9271.40,66.00,1964375.00,23.63,-102.55
99.03,84.85,116.51,1020000.00,9.07,219.88,9.66,50.70,21.54,19447.85,3.72,478399.99,5.89,3.66,10203.42,66.00,1964375.00,23.63,-102.55
99.11,84.60,125.94,366050000.00,8.97,229.14,8.41,47.20,19.53,19349.78,3.68,486450.01,5.46,3.64,10241.73,66.00,1964375.00,23.63,-102.55
99.15,84.60,127.71,70970000.00,9.23,231.23,11.38,44.67,19.51,19108.69,3.64,475739.99,5.06,1.35,10725.18,66.00,1964375.00,23.63,-102.55
99.17,84.60,137.66,387450000.00,9.76,223.43,9.30,57.46,23.01,18757.03,3.47,462239.99,6.73,2.85,10928.92,66.00,1964375.00,23.63,-102.55
99.00,84.60,141.93,226340000.00,9.19,234.28,11.18,52.42,21.35,18335.25,3.30,471630.00,6.05,3.29,9616.65,66.00,1964375.00,23.63,-102.55
99.50,84.80,152.63,455350000.00,9.22,239.78,10.27,52.97,20.87,18538.98,3.21,473310.00,6.13,2.63,8744.52,66.00,1964375.00,23.63,-102.55
100.00,84.80,155.98,502060000.00,9.99,242.69,10.57,55.88,21.50,18689.65,3.07,471579.99,6.37,2.11,9287.85,66.00,1964375.00,23.63,-102.55
99.50,84.80,175.36,300340000.00,10.03,259.92,13.32,58.78,21.72,18269.65,3.09,452570.01,6.94,2.19,9686.98,66.00,1964375.00,23.63,-102.55
99.60,84.90,201.04,338650000.00,10.34,248.20,10.88,59.00,21.97,17903.30,3.06,449269.99,7.05,-0.18,9950.45,66.00,1964375.00,23.63,-102.55
99.40,84.90,219.94,,,245.46,10.87,69.19,24.59,16382.68,,,9.48,-8.31,8329.27,66.00,1964375.00,23.63,-102.55
67.30,22.80,6.27,5180000.00,5.73,2.82,0.00,0.00,0.00,17691.61,9.24,9000.00,,1.15,474.22,2.00,1564116.00,46.86,103.85
71.08,23.10,6.66,1650000.00,6.09,2.89,0.00,0.00,0.00,17502.18,9.05,8970.00,,2.95,524.05,2.00,1564116.00,46.86,103.85
72.28,23.60,6.59,1410000.00,6.51,2.99,0.00,0.00,0.00,18501.78,9.25,9600.00,,4.73,571.59,2.00,1564116.00,46.86,103.85
76.30,24.30,6.67,5690000.00,6.09,3.02,0.00,0.00,0.00,17411.36,8.44,9310.00,,7.00,646.19,2.00,1564116.00,46.86,103.85
74.69,25.30,6.60,,5.76,3.19,0.00,0.00,0.00,16947.15,7.86,9560.00,,10.63,797.98,2.00,1564116.00,46.86,103.85
86.20,26.00,6.74,2800000.00,5.34,3.30,0.00,0.00,0.00,17428.03,8.44,11060.00,,7.25,998.83,2.00,1564116.00,46.86,103.85
77.09,27.60,7.02,6120000.00,4.48,3.43,0.00,0.00,0.00,18611.67,8.84,12420.00,,8.56,1334.21,2.00,1564116.00,46.86,103.85
78.29,28.80,7.10,12730000.00,4.70,3.60,0.00,0.00,0.00,19353.18,8.40,13020.00,,10.25,1632.73,2.00,1564116.00,46.86,103.85
79.51,30.80,8.39,4400000.00,4.66,3.90,0.00,0.01,0.26,18919.38,7.75,12970.00,,8.90,2136.56,2.00,1564116.00,46.86,103.85
80.73,33.00,8.35,11980000.00,4.43,3.93,0.00,0.01,0.25,18920.90,8.16,13640.00,,-1.27,1714.36,2.00,1564116.00,46.86,103.85
78.50,35.20,12.60,12170000.00,4.46,4.01,0.00,0.05,1.23,18202.30,8.12,14310.00,,6.37,2643.29,2.00,1564116.00,46.86,103.85
72.06,37.00,12.37,,4.04,4.21,0.00,0.06,1.41,18659.32,7.58,15730.00,,17.29,3757.57,2.00,1564116.00,46.86,103.85
84.48,38.60,12.25,29080000.00,2.97,4.47,0.00,0.06,1.32,19704.57,7.01,17140.00,,12.32,4351.89,2.00,1564116.00,46.86,103.85
81.20,40.80,29.37,150000.00,3.01,4.60,0.00,0.12,2.54,20521.99,7.19,18380.00,,11.65,4366.09,2.00,1564116.00,46.86,103.85
87.08,42.60,28.79,10000.00,3.34,4.86,0.00,0.21,4.14,19699.54,6.86,18120.00,,7.89,4158.52,2.00,1564116.00,46.86,103.85
88.40,44.15,28.23,890000.00,3.55,4.97,0.00,0.22,4.24,19182.60,5.89,17300.00,,2.38,3875.32,2.00,1564116.00,46.86,103.85
89.84,45.60,31.68,198810000.00,3.39,5.09,0.00,0.25,4.68,19692.09,6.22,18170.00,,1.49,3658.39,2.00,1564116.00,46.86,103.85
92.51,47.20,57.78,84180000.00,3.19,5.27,0.00,0.25,4.53,21043.66,6.08,19580.00,,5.64,3687.10,2.00,1564116.00,46.86,103.85
98.10,48.70,79.31,116030000.00,3.26,5.71,0.00,0.44,7.15,22486.17,6.37,21550.00,,7.74,4156.85,2.00,1564116.00,46.86,103.85
97.23,50.10,85.64,10600000.00,3.32,5.88,0.00,0.65,9.95,24279.39,7.01,23070.00,,5.60,4404.85,2.00,1564116.00,46.86,103.85
98.10,51.80,84.37,,,6.04,0.00,0.68,10.12,20376.92,,,,-4.56,4060.95,2.00,1564116.00,46.86,103.85
100.00,64.80,,,42.27,0.86,0.00,1.28,59.81,21851.39,4.71,2100.00,,6.81,5976.39,47.00,13812.00,42.71,19.37
100.00,64.20,,,38.76,1.29,0.00,1.54,54.42,24712.12,4.73,2690.00,,7.22,7367.75,47.00,13812.00,42.71,19.37
100.00,63.30,,,49.16,0.69,0.00,2.07,75.00,21325.21,3.98,1750.00,,-5.80,6727.11,47.00,13812.00,42.71,19.37
100.00,63.00,,,49.09,1.27,0.00,2.75,68.41,26631.99,4.55,2580.00,,2.73,6688.48,47.00,13812.00,42.71,19.37
99.00,62.60,,,42.77,1.45,0.00,1.20,45.28,21941.48,4.39,2540.00,,3.23,7328.93,47.00,13812.00,42.71,19.37
100.00,61.90,,,45.86,1.37,0.00,1.48,51.93,21276.31,4.25,2330.00,,-2.72,6586.72,47.00,13812.00,42.71,19.37
99.70,61.70,,,49.34,1.44,0.00,2.50,63.45,22880.11,3.80,2270.00,,3.55,7186.43,47.00,13812.00,42.71,19.37
97.70,61.45,,,45.95,1.42,0.00,1.75,55.21,20434.42,3.64,2220.00,,1.78,7378.35,47.00,13812.00,42.71,19.37
100.00,61.40,,,42.96,1.51,0.00,1.49,49.67,21034.90,3.68,2360.00,,3.39,6514.27,47.00,13812.00,42.71,19.37
100.00,61.50,,,43.89,1.30,0.00,1.84,58.60,21028.15,3.47,2150.00,,2.95,7028.94,47.00,13812.00,42.71,19.37
100.00,61.70,,,37.77,1.36,0.00,1.12,45.16,19660.41,3.48,2270.00,,4.72,7784.07,47.00,13812.00,42.71,19.37
100.00,61.80,,,40.60,1.55,0.00,2.25,59.21,21852.68,3.42,2500.00,,5.08,8845.91,47.00,13812.00,42.71,19.37
100.00,62.00,,,38.74,1.50,0.00,1.93,56.27,20460.55,3.40,2600.00,,4.06,8910.65,47.00,13812.00,42.71,19.37
100.00,62.40,,,,1.62,0.00,1.77,52.21,17942.34,,,,-15.31,7677.15,47.00,13812.00,42.71,19.37
69.57,90.60,42.62,260000.00,15.26,11.36,0.00,0.77,6.35,4113.67,3.63,32880.00,1.97,1.91,1334.94,83.00,446550.00,31.79,-7.09
71.35,91.30,42.15,1480000.00,15.12,13.13,0.00,1.07,7.54,4386.62,3.58,36270.00,2.47,7.32,1339.29,83.00,446550.00,31.79,-7.09
73.12,92.00,41.70,13440000.00,14.94,14.13,0.00,1.03,6.79,4439.72,3.53,37470.00,2.32,3.12,1416.49,83.00,446550.00,31.79,-7.09
74.89,92.70,44.57,550000.00,15.71,14.84,0.00,1.64,9.95,4398.00,3.32,37250.00,3.66,5.96,1725.46,83.00,446550.00,31.79,-7.09
78.20,93.20,44.11,153490000.00,23.00,15.71,0.00,1.79,10.23,4946.64,3.75,40990.00,3.47,4.80,1952.90,83.00,446550.00,31.79,-7.09
78.42,94.00,43.65,186110000.00,20.15,17.59,0.00,1.18,6.29,5301.47,3.84,43580.00,2.08,3.29,2018.03,83.00,446550.00,31.79,-7.09
96.50,94.35,43.18,70280000.00,18.14,18.10,0.00,1.17,6.07,5340.53,3.63,45000.00,2.02,7.57,2196.01,83.00,446550.00,31.79,-7.09
81.95,95.00,44.64,180550000.00,16.46,18.15,0.00,1.19,6.15,5226.21,3.62,46350.00,2.05,3.53,2499.26,83.00,446550.00,31.79,-7.09
83.73,95.60,44.14,226260000.00,14.62,18.42,0.00,1.22,6.21,5694.04,3.55,48630.00,1.90,5.92,2890.36,83.00,446550.00,31.79,-7.09
85.52,96.00,47.60,121030000.00,14.26,17.09,0.00,2.93,14.64,5486.08,3.43,48750.00,4.71,4.24,2866.92,83.00,446550.00,31.79,-7.09
92.67,96.50,48.27,8470000.00,13.92,19.54,0.00,4.10,17.34,6005.15,3.47,51760.00,5.89,3.82,2839.93,83.00,446550.00,31.79,-7.09
93.45,96.70,48.68,218320000.00,11.88,22.30,0.00,2.69,10.76,6222.63,3.55,55940.00,3.64,5.25,3046.95,83.00,446550.00,31.79,-7.09
94.21,97.10,48.03,914040000.00,10.93,24.97,0.00,2.42,8.84,6249.12,3.50,58080.00,3.11,3.01,2912.66,83.00,446550.00,31.79,-7.09
97.20,97.30,54.48,5890000.00,11.59,22.59,0.00,4.19,15.65,6330.08,3.36,57590.00,5.11,4.54,3121.68,83.00,446550.00,31.79,-7.09
91.60,97.40,62.68,1433570000.00,11.14,24.13,0.00,3.61,13.01,6336.76,3.32,58690.00,4.46,2.67,3171.70,83.00,446550.00,31.79,-7.09
97.30,97.70,66.56,234280000.00,11.25,25.09,0.00,4.45,15.06,6368.39,3.25,60410.00,5.39,4.54,2875.26,83.00,446550.00,31.79,-7.09
97.80,97.80,68.66,410030000.00,11.06,25.74,0.00,4.74,15.55,6361.20,3.23,60320.00,5.60,1.06,2896.72,83.00,446550.00,31.79,-7.09
100.00,97.90,71.38,82050000.00,10.45,26.86,0.00,4.69,14.87,6580.72,3.24,63520.00,5.29,4.25,3035.45,83.00,446550.00,31.79,-7.09
98.10,97.90,90.81,811630000.00,10.90,27.71,0.00,6.52,19.05,6730.61,3.18,64960.00,7.11,3.15,3226.98,83.00,446550.00,31.79,-7.09
99.60,98.00,89.71,413480000.00,10.69,32.38,0.00,7.60,19.01,7267.46,3.34,71480.00,7.55,2.61,3235.00,83.00,446550.00,31.79,-7.09
100.00,98.10,93.52,,,31.36,0.00,7.02,18.29,6551.42,,,7.63,-6.29,3058.69,83.00,446550.00,31.79,-7.09
6.10,2.30,124.09,40000.00,93.64,0.03,0.00,9.58,99.69,1646.66,26.91,1430.00,,1.18,319.36,40.00,799380.00,-18.67,35.53
5.70,2.30,120.61,420000.00,93.01,0.04,0.00,11.74,99.66,2058.79,25.24,1410.00,,12.09,296.27,40.00,799380.00,-18.67,35.53
8.44,2.30,114.64,13110000.00,93.22,0.04,0.00,12.57,99.68,2031.78,23.75,1570.00,,9.29,302.55,40.00,799380.00,-18.67,35.53
8.10,2.40,111.28,4020000.00,92.73,0.05,0.00,10.78,99.54,2005.18,23.38,1900.00,,6.88,326.08,40.00,799380.00,-18.67,35.53
10.77,2.40,108.04,1350000.00,92.94,0.05,0.00,11.58,99.57,2047.42,22.44,1910.00,,7.92,383.27,40.00,799380.00,-18.67,35.53
11.93,2.50,106.31,900000.00,93.67,0.04,0.00,13.15,99.70,2189.54,21.44,1710.00,,6.65,416.81,40.00,799380.00,-18.67,35.53
13.10,2.50,104.26,50000.00,93.06,0.04,0.00,14.59,99.73,2325.49,20.21,1860.00,,9.69,435.33,40.00,799380.00,-18.67,35.53
12.40,2.70,99.89,4810000.00,87.53,0.04,0.00,15.92,99.75,2517.89,15.17,2230.00,,7.73,482.20,40.00,799380.00,-18.67,35.53
13.57,2.70,98.66,6430000.00,88.11,0.04,0.00,14.98,99.73,2311.35,14.49,2240.00,,7.32,563.65,40.00,799380.00,-18.67,35.53
15.00,2.90,96.00,1960000.00,86.12,0.04,0.00,16.80,99.76,2432.59,14.82,2490.00,,6.32,520.40,40.00,799380.00,-18.67,35.53
18.80,3.10,93.40,90890000.00,84.89,0.05,0.00,16.50,99.70,2355.59,12.66,2680.00,,6.50,471.90,40.00,799380.00,-18.67,35.53
20.20,3.10,90.89,16200000.00,85.97,0.06,0.00,16.66,99.64,2590.46,14.75,3350.00,,7.42,594.59,40.00,799380.00,-18.67,35.53
21.23,3.40,88.53,74200000.00,85.15,0.06,0.00,15.01,99.60,2700.62,13.90,3680.00,,7.26,657.64,40.00,799380.00,-18.67,35.53
22.42,3.50,86.25,38460000.00,83.73,0.28,0.00,14.51,98.11,2775.28,13.91,4200.00,,6.96,664.08,40.00,799380.00,-18.67,35.53
24.80,3.70,83.98,9310000.00,81.92,1.19,0.00,16.38,93.23,2987.18,13.40,4860.00,,7.40,673.97,40.00,799380.00,-18.67,35.53
24.00,3.90,81.75,9500000.00,80.80,2.07,0.00,17.62,89.49,3077.79,12.96,5520.00,,6.72,589.86,40.00,799380.00,-18.67,35.53
26.25,4.20,79.54,55930000.00,78.20,2.82,0.00,15.71,84.78,3067.18,12.70,7280.00,,3.82,428.93,40.00,799380.00,-18.67,35.53
24.30,4.35,77.93,52490000.00,78.90,2.63,0.00,14.16,84.34,2985.23,12.31,7210.00,,3.74,461.42,40.00,799380.00,-18.67,35.53
31.10,4.60,77.05,9130000.00,79.57,2.94,0.00,13.88,82.52,2383.02,12.07,6950.00,,3.44,503.32,40.00,799380.00,-18.67,35.53
29.67,4.80,76.16,188450000.00,78.08,3.65,0.00,15.06,80.49,2446.91,11.93,7500.00,,2.31,506.64,40.00,799380.00,-18.67,35.53
30.60,5.10,73.99,,,3.49,0.00,15.85,81.95,2248.65,,,,-1.23,448.54,40.00,799380.00,-18.67,35.53
41.83,2.90,7.36,,80.17,2.80,0.00,2.11,42.97,1055.13,10.52,9440.00,,12.42,146.60,83.00,676578.00,21.92,95.96
42.94,3.10,7.40,,82.48,2.45,0.00,2.05,45.56,963.84,9.23,8350.00,,12.47,131.72,83.00,676578.00,21.92,95.96
47.00,3.30,7.89,5350000.00,83.12,2.55,0.00,2.45,49.00,1107.38,8.52,8300.00,,11.70,128.10,83.00,676578.00,21.92,95.96
45.14,3.60,7.86,434230000.00,79.86,2.86,0.00,2.52,46.84,1236.49,8.12,10490.00,,12.99,161.06,83.00,676578.00,21.92,95.96
46.23,4.10,9.38,70000.00,80.47,2.79,0.00,2.60,48.24,1285.36,7.52,10150.00,,13.70,193.37,83.00,676578.00,21.92,95.96
47.32,4.60,15.04,,79.82,2.66,0.00,3.16,54.30,1642.79,6.63,10720.00,,13.57,216.31,83.00,676578.00,21.92,95.96
48.42,5.40,15.24,,81.46,2.47,0.00,3.49,58.56,1538.98,5.93,9970.00,,13.31,240.62,83.00,676578.00,21.92,95.96
49.51,6.20,15.80,,80.70,2.39,0.00,3.81,61.45,1648.79,5.49,10390.00,,12.50,314.20,83.00,676578.00,21.92,95.96
50.62,7.05,16.31,,85.71,2.19,0.00,4.24,65.94,1504.84,4.79,7900.00,,11.07,460.91,83.00,676578.00,21.92,95.96
51.73,8.40,29.21,,85.48,1.47,0.00,5.34,78.41,1377.90,4.10,7490.00,,10.41,586.17,83.00,676578.00,21.92,95.96
48.80,9.80,44.59,90000.00,84.93,2.10,0.00,5.24,71.39,1386.88,3.67,8130.00,,10.07,746.95,83.00,676578.00,21.92,95.96
54.01,11.50,50.71,,84.08,2.02,0.00,7.63,79.07,1505.20,3.53,8690.00,,7.52,1061.34,83.00,676578.00,21.92,95.96
55.17,13.40,52.92,10000.00,78.46,2.73,0.00,7.94,74.41,1779.60,3.59,11960.00,,6.49,1134.30,83.00,676578.00,21.92,95.96
56.35,15.10,55.26,64080000.00,75.96,3.18,0.00,8.99,73.87,2042.98,3.48,13600.00,,7.90,1168.17,83.00,676578.00,21.92,95.96
52.00,17.50,58.21,10630000.00,72.43,4.99,0.00,8.99,64.31,2368.49,3.53,17040.00,,8.20,1210.10,83.00,676578.00,21.92,95.96
60.50,19.60,62.02,57800000.00,70.43,6.12,0.00,9.60,61.07,2192.53,3.41,19040.00,,3.28,1196.74,83.00,676578.00,21.92,95.96
55.60,21.80,63.07,3870000.00,69.25,7.53,0.00,10.02,57.09,2501.60,3.45,21860.00,,10.51,1136.61,83.00,676578.00,21.92,95.96
69.81,24.00,63.69,129660000.00,59.92,9.18,0.00,11.27,55.11,3203.90,3.72,32500.00,,5.75,1151.11,83.00,676578.00,21.92,95.96
66.23,26.40,63.47,22170000.00,59.55,9.78,0.00,12.61,56.32,3270.80,3.52,32940.00,,6.40,1250.17,83.00,676578.00,21.92,95.96
68.36,28.90,63.87,41330000.00,57.85,12.78,0.00,10.95,46.14,3197.22,3.58,36720.00,,6.75,1271.11,83.00,676578.00,21.92,95.96
70.40,31.25,63.36,,,12.25,0.00,11.31,48.01,3183.10,,,,3.17,1467.60,83.00,676578.00,21.92,95.96
36.50,33.70,134.28,110000.00,34.73,0.04,0.00,1.37,97.16,6971.66,3.58,1940.00,,3.49,2185.60,3.00,824292.00,-22.96,18.49
35.97,34.00,132.23,220000.00,30.32,0.00,0.00,1.36,100.00,7906.88,4.17,2460.00,,1.18,1950.65,3.00,824292.00,-22.96,18.49
36.93,35.00,130.43,30000.00,33.74,0.00,0.00,1.45,100.00,7473.25,3.67,2130.00,,4.79,1808.88,3.00,824292.00,-22.96,18.49
37.88,35.90,128.55,30000.00,33.30,0.01,0.00,1.50,99.34,7768.26,3.67,2270.00,,4.24,2621.70,3.00,824292.00,-22.96,18.49
38.83,36.40,126.63,100000.00,34.75,0.00,0.00,1.59,100.00,7998.04,3.53,2380.00,,12.27,3464.42,3.00,824292.00,-22.96,18.49
39.78,37.30,124.75,400000.00,34.54,0.04,0.00,1.64,97.62,8329.66,3.71,2530.00,,2.53,3739.53,3.00,824292.00,-22.96,18.49
40.73,37.90,122.81,220000.00,35.32,0.09,0.00,1.59,94.64,8203.54,3.47,2530.00,,7.07,4059.10,3.00,824292.00,-22.96,18.49
43.70,38.60,120.94,10000.00,35.84,0.04,0.00,1.56,97.50,8337.07,3.41,2620.00,,5.37,4405.41,3.00,824292.00,-22.96,18.49
42.65,39.50,119.02,46600000.00,32.33,0.17,0.00,1.48,89.70,8670.40,3.63,2950.00,,2.65,4212.37,3.00,824292.00,-22.96,18.49
44.10,40.10,117.18,,33.21,0.08,0.00,1.39,94.56,8711.90,3.74,3020.00,,0.30,4295.39,3.00,824292.00,-22.96,18.49
44.61,40.90,115.48,47200000.00,31.03,0.05,0.00,1.25,96.15,8834.81,3.58,3130.00,,6.04,5395.00,3.00,824292.00,-22.96,18.49
42.30,41.50,114.91,50000.00,31.46,0.03,0.00,1.40,97.90,9036.28,3.48,3330.00,,5.09,5806.75,3.00,824292.00,-22.96,18.49
46.63,42.20,155.62,530000.00,31.74,0.03,0.00,1.60,98.16,9158.61,3.43,3530.00,,5.06,5942.29,3.00,824292.00,-22.96,18.49
47.40,43.00,154.49,,30.55,0.06,0.00,1.28,95.52,9313.88,3.40,3790.00,,5.61,5392.09,3.00,824292.00,-22.96,18.49
48.73,43.60,152.60,70000.00,30.09,0.02,0.00,1.50,98.68,9735.82,3.32,3950.00,,6.09,5469.90,3.00,824292.00,-22.96,18.49
51.60,44.30,151.82,,28.99,0.03,0.00,1.53,98.08,10013.90,3.32,4200.00,,4.26,4896.62,3.00,824292.00,-22.96,18.49
49.70,45.20,162.61,11630000.00,29.33,0.06,0.00,1.41,95.92,9860.74,3.36,4130.00,,0.03,4546.99,3.00,824292.00,-22.96,18.49
52.50,45.60,177.82,37150000.00,29.94,0.06,0.00,1.68,96.55,9969.97,3.44,4270.00,,-1.03,5367.11,3.00,824292.00,-22.96,18.49
54.00,46.00,181.76,3050000.00,30.66,0.02,0.00,1.39,98.58,9675.66,3.44,4230.00,,1.06,5588.39,3.00,824292.00,-22.96,18.49
55.18,46.50,199.41,20000.00,30.69,0.04,0.00,1.32,97.06,9254.44,3.52,4220.00,,-0.89,5009.69,3.00,824292.00,-22.96,18.49
56.26,46.80,197.35,,,0.06,0.00,1.89,96.92,8960.35,,,,-8.50,4179.28,3.00,824292.00,-22.96,18.49
99.44,100.00,0.00,,0.00,0.03,0.00,0.00,0.00,44017.28,17.39,90.00,,,,541.00,21.00,-0.52,166.93
99.42,100.00,0.00,,0.00,0.03,0.00,0.00,0.00,39953.25,17.10,80.00,,,,541.00,21.00,-0.52,166.93
99.39,100.00,0.00,,0.00,0.03,0.00,0.00,0.00,37538.88,18.24,80.00,,,,541.00,21.00,-0.52,166.93
99.35,100.00,0.00,,0.00,0.03,0.00,0.00,0.00,33686.04,16.11,70.00,,,,541.00,21.00,-0.52,166.93
99.32,100.00,0.00,,0.00,0.03,0.00,0.00,0.00,31641.86,15.70,70.00,,,,541.00,21.00,-0.52,166.93
99.28,100.00,0.00,2070000.00,0.00,0.03,0.00,0.00,0.00,31064.39,15.32,70.00,,-3.03,,541.00,21.00,-0.52,166.93
99.24,100.00,4.07,,0.07,0.03,0.00,0.00,0.00,22659.78,10.22,50.00,,9.38,,541.00,21.00,-0.52,166.93
99.80,100.00,4.06,350000.00,0.08,0.02,0.00,0.00,0.00,22131.35,12.41,40.00,,-22.86,,541.00,21.00,-0.52,166.93
99.19,100.00,4.05,,0.08,0.02,0.00,0.00,0.00,22558.28,10.47,40.00,,22.22,,541.00,21.00,-0.52,166.93
99.17,100.00,4.02,,0.04,0.02,0.00,0.00,0.00,21952.80,9.10,40.00,,9.09,,541.00,21.00,-0.52,166.93
99.17,100.00,4.00,,0.03,0.02,0.00,0.00,0.00,23124.06,8.70,40.00,,11.11,4752.18,541.00,21.00,-0.52,166.93
99.00,100.00,3.97,,0.05,0.02,0.00,0.00,0.00,22639.81,7.51,40.00,,10.00,6560.27,541.00,21.00,-0.52,166.93
99.22,100.00,6.91,,0.07,0.02,0.00,0.00,0.00,23654.35,7.05,40.00,,11.36,9562.67,541.00,21.00,-0.52,166.93
99.27,100.00,20.57,,0.06,0.02,0.00,0.00,0.00,26976.27,6.06,50.00,,30.61,9648.50,541.00,21.00,-0.52,166.93
99.34,100.00,20.41,10000.00,0.05,0.02,0.00,0.00,0.00,28475.14,5.13,50.00,,26.56,10171.48,541.00,21.00,-0.52,166.93
99.00,100.00,20.24,8640000.00,0.10,0.03,0.00,0.00,0.00,29667.09,5.39,60.00,,3.70,8341.01,541.00,21.00,-0.52,166.93
99.71,100.00,67.79,2950000.00,0.18,0.03,0.00,0.00,0.00,31831.39,5.03,60.00,,3.57,9521.04,541.00,21.00,-0.52,166.93
99.87,100.00,67.13,2650000.00,0.60,0.03,0.00,0.00,0.00,24506.26,5.68,70.00,,-5.75,10339.39,541.00,21.00,-0.52,166.93
99.93,100.00,76.98,,0.66,0.03,0.00,0.00,0.00,28203.95,5.15,60.00,,6.10,11614.67,541.00,21.00,-0.52,166.93
100.00,100.00,180.88,,0.61,0.03,0.00,0.00,0.00,22405.49,5.06,60.00,,0.00,11029.74,541.00,21.00,-0.52,166.93
100.00,100.00,179.71,,,0.04,0.00,0.00,0.00,21142.48,,,,1.15,10580.27,541.00,21.00,-0.52,166.93
29.05,5.70,11.76,11770000.00,88.29,0.06,0.00,1.63,96.45,599.06,6.83,3220.00,,6.20,229.49,203.00,147181.00,28.39,84.12
24.60,6.90,16.54,5140000.00,87.76,0.02,0.00,1.83,98.92,622.08,6.73,3460.00,,4.80,246.73,203.00,147181.00,28.39,84.12
